subject,sender,content,urls,label
Confirm your Dropbox identity,admin.secure@support-claim.xyz,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://dropbox.account-r25n.com@hbvokpde.xyz/login Thank you for your cooperation.",http://dropbox.account-r25n.com@hbvokpde.xyz/login,1
URGENT: Your Dropbox account has been suspended,alert77@dr0pb0x-billing.click,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://bit.ly/lghilf Enter your password and billing details to restore access.",https://bit.ly/lghilf,1
You have 11 unread notifications,info-7liv@grammarly.com,Here is your weekly Grammarly digest. Open the app to catch up: https://www.grammarly.com/app,https://www.grammarly.com/app,1
Re: your request,amazon.security747@gmail.com,Following up - please complete the verification here: http://amazon-login.xyz/update,http://amazon-login.xyz/update,1
Your monthly Amazon statement is ready,support76@amazon.com,"Hello Arjun, your statement is now available. No action is needed. Review it here when convenient: https://www.amazon.com/orders",https://www.amazon.com/orders,0
Action needed: accept your Slack invite,team@slack.com,Jordan invited you to a workspace. Accept the invitation to get started: https://www.slack.com/settings,https://www.slack.com/settings,0
Action needed: accept your Calendly invite,notifications-m1bs@calendly.com,Diya invited you to a workspace. Accept the invitation to get started: https://www.calendly.com/account,https://www.calendly.com/account,0
Your Wells Fargo package is on hold,wellsfargo.security802@gmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://154.62.254.235/wellsfargo/secure-login.php,http://154.62.254.235/wellsfargo/secure-login.php,1
Action needed: accept your GitHub invite,notifications-vlsj@github.com,Leo invited you to a workspace. Accept the invitation to get started: https://www.github.com/inbox,https://www.github.com/inbox,0
Action Required: Confirm your payment information,wellsfargo.billing@wellsfargo-update.support,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://wellsfargo-secure.otfuw.work/verify?id=q5mp96k9cq Failure to act will result in account termination!!!,http://wellsfargo-secure.otfuw.work/verify?id=q5mp96k9cq,1
Your monthly Google statement is ready,no-reply93@google.com,"Hello Casey, your statement is now available. No action is needed. Review it here when convenient: https://www.google.com/account",https://www.google.com/account,0
Your password was changed,orders89@paypal.com,"Hi Casey, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.paypal.com/billing/history",https://www.paypal.com/billing/history,0
Congratulations! You have won a $1000 gift card,team@account-services.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://linkedin-secure.3odua.work/verify?id=7ljc7p9e3e Provide your details to receive your cash reward immediately.,http://linkedin-secure.3odua.work/verify?id=7ljc7p9e3e,1
You have 17 unread notifications,notifications45@github.com,Here is your weekly GitHub digest. Open the app to catch up: https://www.github.com/app,https://www.github.com/app,0
Coinbase notification,team.alert@parcel-claim.click,There is an update on your account. View it here: http://coinbase.account-xybx.com@6s95emkk.work/login,http://coinbase.account-xybx.com@6s95emkk.work/login,1
Confirm your Apple identity,payroll@tulqz-portal.xyz,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://116.109.49.103/apple/secure-login.php Thank you for your cooperation.",http://116.109.49.103/apple/secure-login.php,1
Re: your request,account63@c01nbase-team.tk,Following up - please complete the verification here: http://91.4.106.112/coinbase/secure-login.php,http://91.4.106.112/coinbase/secure-login.php,1
Your password was changed,no-reply@dhl.com,"Hi Arjun, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.dhl.com/settings",https://www.dhl.com/settings,0
Congratulations! You have won a $1000 gift card,support@linkedinmail.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: https://cutt.ly/uhexyh Provide your details to receive your cash reward immediately.,https://cutt.ly/uhexyh,1
Sara shared a file with you,notifications@calendly.com,You've been invited to view a document. Open it whenever you like: https://www.calendly.com/inbox,https://www.calendly.com/inbox,0
Update your direct deposit,support@mail-secure.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://netf11x-secure.xyz/wdgk71/3kln12/pohiwf?token=taf18wxc5ft26149chvf,http://netf11x-secure.xyz/wdgk71/3kln12/pohiwf?token=taf18wxc5ft26149chvf,1
Your Airbnb invoice is ready,automated@airbnb.com,"Hi Leo, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.airbnb.com/app",https://www.airbnb.com/app,0
Re: contract review,jamie.priya@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off.,,0
thanks!,sara.neha56@brightlabs.co,"Got it, appreciate the quick turnaround. Talk soon.",,0
Your monthly Chase statement is ready,orders@chase.com,"Hello Neha, your statement is now available. No action is needed. Review it here when convenient: https://www.chase.com/billing/history",https://www.chase.com/billing/history,0
URGENT: Your LinkedIn account has been suspended,account20@11nked1n-billing.work,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://is.gd/95oj6a Enter your password and billing details to restore access.",https://is.gd/95oj6a,1
Your GitHub receipt,notifications@github.com,Thanks for your purchase. Your total was $30.31. View the receipt any time: https://www.github.com/account,https://www.github.com/account,0
Confirm your Amazon identity,amazon.service968@gmail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/t1g7t2 Thank you for your cooperation.",https://rb.gy/t1g7t2,1
Congratulations! You have won a $1000 gift card,instagram.account@instagram-portal.click,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://instagram-secure.lhnpl.tk/verify?id=2ev6dpw3ks Provide your details to receive your cash reward immediately.,http://instagram-secure.lhnpl.tk/verify?id=2ev6dpw3ks,1
Quick update on the deploy,casey.casey19@novatech.io,"Deploy went out cleanly, all checks green. Dashboard: https://docs.novatech.io/19b4ue",https://docs.novatech.io/19b4ue,0
Your Slack receipt,team-rpob@slack.com,Thanks for your purchase. Your total was $90.26. View the receipt any time: https://www.slack.com/billing,https://www.slack.com/billing,0
Quick update on the deploy,arjun.sam@bluepeak.net,"Deploy went out cleanly, all checks green. Dashboard: https://docs.bluepeak.net/gmfkft",https://docs.bluepeak.net/gmfkft,0
Action Required: Confirm your payment information,support@dropboxmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://payment-desk.tk/login Failure to act will result in account termination!!!,http://payment-desk.tk/login,1
Your Notion invoice is ready,team-gazq@notion.so,"Hi Ben, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.notion.so/app",https://www.notion.so/app,0
Verify your wallet,admin@3i8zy-portal.work,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://netflix-secure.8w40v.xyz/verify?id=lxnt6hyr2o,http://netflix-secure.8w40v.xyz/verify?id=lxnt6hyr2o,1
LinkedIn notification,alert87@11nked1n-team.xyz,There is an update on your account. View it here: http://linkedin.account-t0o4.com@h7a4jehh.zip/login,http://linkedin.account-t0o4.com@h7a4jehh.zip/login,1
Your Spotify invoice is ready,billing@spotify.com,"Hi Sara, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.spotify.com/settings",https://www.spotify.com/settings,1
Please verify your email for Slack,team@slack.com,"Hi Rahul, welcome aboard! Please confirm your email address to finish setting up your account: https://www.slack.com/billing",https://www.slack.com/billing,0
You have 10 unread notifications,billing@spotify.com,Here is your weekly Spotify digest. Open the app to catch up: https://www.spotify.com/app,https://www.spotify.com/app,0
Your Wells Fargo package is on hold,service59@we11sfarg0-billing.click,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: https://tinyurl.com/ay7oky,https://tinyurl.com/ay7oky,1
Your password was changed,support@paypal.com,"Hi Jamie, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.paypal.com/orders",https://www.paypal.com/orders,0
Confirm your LinkedIn identity,team@account-services.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://11nked1n-verify.work/5wyrrw/q0geqx/ui09dp?token=3xvu7pdmbawtldtvlcd5 Thank you for your cooperation.",http://11nked1n-verify.work/5wyrrw/q0geqx/ui09dp?token=3xvu7pdmbawtldtvlcd5,1
Lunch next week?,priya.leo@acmecorp.com,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Action Required: Confirm your payment information,fedex.support614@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://tinyurl.com/ce0dtf Failure to act will result in account termination!!!,https://tinyurl.com/ce0dtf,1
Your monthly Dropbox statement is ready,service@dropbox.com,"Hello Leo, your statement is now available. No action is needed. Review it here when convenient: https://www.dropbox.com/help",https://www.dropbox.com/help,0
Action needed: accept your GitHub invite,notifications@github.com,Morgan invited you to a workspace. Accept the invitation to get started: https://www.github.com/inbox,https://www.github.com/inbox,0
